track_name,album_single,year,nZk,vocalist
Before my body is dry <空OK>,キルラキル,2013,0,
Suck your blood <空OK>,キルラキル,2013,0,
Blumenkranz <空OK>,キルラキル,2013,0,
Light your heart up <空OK>,キルラキル,2013,0,
I want to know <空OK>,キルラキル,2013,0,
Till I Die <空OK>,キルラキル,2013,0,
1stMob. :20090522or0331 (SYMPHONIC-MOBILE SUITE[UC]),機動戦士ガンダムUC OST4,2014,0,
2ndMob. :MSGUCEP7 (SYMPHONIC-MOBILE SUITE[UC]),機動戦士ガンダムUC OST4,2014,0,
3rdMob. :RE:I AM MARIE (SYMPHONIC-MOBILE SUITE[UC]),機動戦士ガンダムUC OST4,2014,0,
4thMob. :νTYPE-OYM (SYMPHONIC-MOBILE SUITE[UC]),機動戦士ガンダムUC OST4,2014,0,
5thMob. :UXO-→RX0 (SYMPHONIC-MOBILE SUITE[UC]),機動戦士ガンダムUC OST4,2014,0,
6thMob. :UNICORN GUNDAM (SYMPHONIC-MOBILE SUITE[UC]),機動戦士ガンダムUC OST4,2014,0,
7thMob. :20140517 (SYMPHONIC-MOBILE SUITE[UC]),機動戦士ガンダムUC OST4,2014,0,
8thMob. :BEGINNING <ORCH-VER> (SYMPHONIC-MOBILE SUITE[UC]),機動戦士ガンダムUC OST4,2014,0,
9thMob. :流星のナミダ <ORCH-VER> (SYMPHONIC-MOBILE SUITE[UC]),機動戦士ガンダムUC OST4,2014,0,小林未郁
EGO <nZk Ver.> (B-TRACK),機動戦士ガンダムUC OST4,2014,0,小林未郁
A LETTER <nZk Ver.> (B-TRACK),機動戦士ガンダムUC OST4,2014,0,Cyua
Sternengesang (B-TRACK),機動戦士ガンダムUC OST4,2014,0,Cyua
PM-20:10→20:14 (B-TRACK),機動戦士ガンダムUC OST4,2014,0,
ZERO GRAVITY,機動戦士ガンダムUC OST4,2014,0,
MOBILE SUIT <W-REC MIX>,機動戦士ガンダムUC OST4,2014,0,
THE BATTLE,機動戦士ガンダムUC OST4,2014,0,
ON YOUR MARK,機動戦士ガンダムUC OST4,2014,0,
BANSHEE,機動戦士ガンダムUC OST4,2014,0,
FULL-FRONTAL,機動戦士ガンダムUC OST4,2014,0,
DESTROY→SELF-SACRIFICE,機動戦士ガンダムUC OST4,2014,0,
RX-0,機動戦士ガンダムUC OST4,2014,0,
PSYCHO-FIELD,機動戦士ガンダムUC OST4,2014,0,
E.F.S.F.,機動戦士ガンダムUC OST4,2014,0,
MOBILE ARMOR,機動戦士ガンダムUC OST4,2014,0,
LAPLACE,機動戦士ガンダムUC OST4,2014,0,
THE UNIVERS,機動戦士ガンダムUC OST4,2014,0,
ANGELO,機動戦士ガンダムUC OST4,2014,0,
U.C.0096,機動戦士ガンダムUC OST4,2014,0,
MAD-NUG,機動戦士ガンダムUC OST4,2014,0,
GUNDAM,機動戦士ガンダムUC OST4,2014,0,
UNICORN,機動戦士ガンダムUC OST4,2014,0,
UnChild,UnChild,2014,0,
StarRingChild - English ver.,UnChild,2014,0,
A LETTER,UnChild,2014,0,
Destiny,UnChild,2014,0,
But still…,UnChild,2014,0,
Just say good bye,UnChild,2014,0,
Next 2 U,UnChild,2014,0,
bL∞dy f8,UnChild,2014,0,
REMIND YOU,UnChild,2014,0,
EGO,UnChild,2014,0,
Because we are tiny in this world,UnChild,2014,0,
RE:I AM - English ver.,UnChild,2014,0,
No differences,アルドノア・ゼロ（第1クール）,2014,0,Aimee Blackschleger
AZPV,アルドノア・ゼロ（第1クール）,2014,0,
A-0picturez,アルドノア・ゼロ（第1クール）,2014,0,
MKAlieZ,アルドノア・ゼロ（第1クール）,2014,0,小林未郁
2零14zero91零,アルドノア・ゼロ（第1クール）,2014,0,
アZ-Kat,アルドノア・ゼロ（第1クール）,2014,0,
悲scene,アルドノア・ゼロ（第1クール）,2014,0,
AD2014-7.5/7.9-零・A,アルドノア・ゼロ（第1クール）,2014,0,
AL℃-＠,アルドノア・ゼロ（第1クール）,2014,0,Cyua
The Call to Arms,アルドノア・ゼロ（第1クール）,2014,0,mpi
十61yard,アルドノア・ゼロ（第1クール）,2014,0,
FIRE★,アルドノア・ゼロ（第1クール）,2014,0,
R零B零T,アルドノア・ゼロ（第1クール）,2014,0,
SiTE-n0w1,アルドノア・ゼロ（第1クール）,2014,0,
al-door0,アルドノア・ゼロ（第1クール）,2014,0,
Ver$,アルドノア・ゼロ（第1クール）,2014,0,
aズ-17歩,アルドノア・ゼロ（第1クール）,2014,0,
Ch19ヲFIRE★,アルドノア・ゼロ（第1クール）,2014,0,
AcyOrt,アルドノア・ゼロ（第1クール）,2014,0,
BRE@TH//LESS,アルドノア・ゼロ（第1クール）,2014,0,小林未郁
No differences <a0v>,アルドノア・ゼロ（第1クール）,2014,0,Aimee Blackschleger
The Call to Arms <a0v>,アルドノア・ゼロ（第1クール）,2014,0,mpi
BRE@TH//LESS <a0v>,アルドノア・ゼロ（第1クール）,2014,0,小林未郁
MKAlieZ <a0v>,アルドノア・ゼロ（第1クール）,2014,0,小林未郁
No differences <a0v> -Instrumental-,アルドノア・ゼロ（第1クール）,2014,0,
The Call to Arms <a0v> -Instrumental-,アルドノア・ゼロ（第1クール）,2014,0,
BRE@TH//LESS <a0v> -Instrumental-,アルドノア・ゼロ（第1クール）,2014,0,
[nZk],A/Z｜aLIEz,2014,1,v[nZk]v
A/Z,A/Z｜aLIEz,2014,1,mizuki
aLIEz,A/Z｜aLIEz,2014,1,mizuki
Keep on keeping on,A/Z｜aLIEz,2014,1,mizuki
A LETTER,機動戦士ガンダムUC COMPLETE BEST,2014,0,Cyua
LICHT MEER,機動戦士ガンダムUC COMPLETE BEST,2014,0,井上優弥子
LICHT MEER,機動戦士ガンダムUC COMPLETE BEST,2014,0,河合夕子
EGO,機動戦士ガンダムUC COMPLETE BEST,2014,0,小林未郁
REMIND YOU,機動戦士ガンダムUC COMPLETE BEST,2014,0,小林未郁
RE:I AM,機動戦士ガンダムUC COMPLETE BEST,2014,0,Aimer
Sternengesang,機動戦士ガンダムUC COMPLETE BEST,2014,0,Cyua
StarRingChild,機動戦士ガンダムUC COMPLETE BEST,2014,0,Aimer
YAMANAIAME,YAMANAIAME,2014,0,Mica Caldito
YAMANAIAME,YAMANAIAME,2014,0,mpi
YAMANAIAME,YAMANAIAME,2014,0,小林未郁
So ist es immer,YAMANAIAME,2014,0,Benjamin
The Reluctant Heroes <MODv>,YAMANAIAME,2014,0,Mica Caldito
YAMANAIAME <MovieEdit>,YAMANAIAME,2014,0,Mica Caldito
YAMANAIAME <MovieEdit>,YAMANAIAME,2014,0,mpi
YAMANAIAME <MovieEdit>,YAMANAIAME,2014,0,小林未郁
YAMANAIAME (Instrumental),YAMANAIAME,2014,0,
So ist es immer (Instrumental),YAMANAIAME,2014,0,
The Reluctant Heroes <MODv> (Instrumental),YAMANAIAME,2014,0,
ət'æk 0N tάɪtn <3Tv>,進撃の巨人展,2014,0,小林未郁
Call your name <MODv>,進撃の巨人展,2014,0,mpi
Call your name <MODv>,進撃の巨人展,2014,0,CASG(Caramel Apple Sound Gadget)
independent奇sayKISS,進撃の巨人展,2014,0,
ət'æk 0N tάɪtn <3Tv> (instrumental),進撃の巨人展,2014,0,
Call your name <MODv> (instrumental),進撃の巨人展,2014,0,
Perfect Time,七つの大罪（第1期）,2014,0,mpi
Perfect Time,七つの大罪（第1期）,2014,0,小林未郁
7角：the1,七つの大罪（第1期）,2014,0,
銅鑼Gong4N,七つの大罪（第1期）,2014,0,
dEvilGODfamily復活動,七つの大罪（第1期）,2014,0,
世紀4,七つの大罪（第1期）,2014,0,
YoSay&B→A,七つの大罪（第1期）,2014,0,
广2tree02 ネ日｜-血,七つの大罪（第1期）,2014,0,
KAN594,七つの大罪（第1期）,2014,0,
Eri0ne$,七つの大罪（第1期）,2014,0,
駄メ男rIs,七つの大罪（第1期）,2014,0,
EP←K,七つの大罪（第1期）,2014,0,
Deerン怒&過多6-$,七つの大罪（第1期）,2014,0,
mouth×宣華 ○2LI,七つの大罪（第1期）,2014,0,
OH92&HrBrM,七つの大罪（第1期）,2014,0,
GR雷,七つの大罪（第1期）,2014,0,
らゲ-sin,七つの大罪（第1期）,2014,0,
Big罪罪罪罪罪罪罪,七つの大罪（第1期）,2014,0,
βίος,BEST OF VOCAL WORKS [nZk],2015,0,小林未郁
The Reluctant Heroes,BEST OF VOCAL WORKS [nZk],2015,0,mpi
Battle Scars,BEST OF VOCAL WORKS [nZk],2015,0,David Whitaker
Wild War Dance,BEST OF VOCAL WORKS [nZk],2015,0,Aimer Blackschleger
Blumenkranz,BEST OF VOCAL WORKS [nZk],2015,0,Cyua
EGO,BEST OF VOCAL WORKS [nZk],2015,0,小林未郁
Hill Of Sorrow,BEST OF VOCAL WORKS [nZk],2015,0,mpi
Me & Creed,BEST OF VOCAL WORKS [nZk],2015,0,小林未郁
Till I Die,BEST OF VOCAL WORKS [nZk],2015,0,CASG(Caramel Apple Sound Gadget)
Ready to Go,BEST OF VOCAL WORKS [nZk],2015,0,David Whitaker
Light your heart up,BEST OF VOCAL WORKS [nZk],2015,0,Aimer Blackschleger
friends,BEST OF VOCAL WORKS [nZk],2015,0,mpi
Rё∀L,BEST OF VOCAL WORKS [nZk],2015,0,Cyua
Call me later <nZk Plugless>,BEST OF VOCAL WORKS [nZk],2015,0,小林未郁
Suck your blood,BEST OF VOCAL WORKS [nZk],2015,0,mpi
Suck your blood,BEST OF VOCAL WORKS [nZk],2015,0,Benjamin Anderson
DOA,BEST OF VOCAL WORKS [nZk],2015,0,Aimee Blackschleger
Before my body is dry,BEST OF VOCAL WORKS [nZk],2015,0,小林未郁
Before my body is dry,BEST OF VOCAL WORKS [nZk],2015,0,David Whitaker
RE:I AM,BEST OF VOCAL WORKS [nZk],2015,0,Aimer
A/Z,BEST OF VOCAL WORKS [nZk],2015,1,mizuki
&Z,&Z,2015,1,mizuki
0.vers,&Z,2015,1,mizuki
No differences [nZk ver.],&Z,2015,1,mizuki
aLIEz [mZk ver.],&Z,2015,1,mizuki
&Z（TV size）,&Z,2015,0,
&Z（TV side -English ver.-）,&Z,2015,0,
&Z（instrumental）,&Z,2015,0,
ymniam-MKorch,進撃の巨人 劇場版前編OST,2015,0,小林未郁
ymniam-orch,進撃の巨人 劇場版前編OST,2015,0,
EMAymniam,進撃の巨人 劇場版前編OST,2015,0,
YAMANAIAME <MovieEdit>,進撃の巨人 劇場版前編OST,2015,0,Mica Caldito
YAMANAIAME <MovieEdit>,進撃の巨人 劇場版前編OST,2015,0,mpi
YAMANAIAME <MovieEdit>,進撃の巨人 劇場版前編OST,2015,0,小林未郁
aldnoah0rch-&z,アルドノア・ゼロ OST2,2015,0,
aldnoah0rch-aCY0rt,アルドノア・ゼロ OST2,2015,0,
aldnoah0rch-4rain,アルドノア・ゼロ OST2,2015,0,
aldnoah0rch-@0p,アルドノア・ゼロ OST2,2015,0,
aldnoah0rch-adlib,アルドノア・ゼロ OST2,2015,0,
birth･gt･music,アルドノア・ゼロ OST2,2015,0,
battle･game･music,アルドノア・ゼロ OST2,2015,0,
bpm･gain･mute,アルドノア・ゼロ OST2,2015,0,
haondla-orez1,アルドノア・ゼロ OST2,2015,0,
haondla-orez2,アルドノア・ゼロ OST2,2015,0,
haondla-orez3,アルドノア・ゼロ OST2,2015,0,
haondla-orez4,アルドノア・ゼロ OST2,2015,0,
a/z-p1@n0:5罪vers,アルドノア・ゼロ OST2,2015,0,
a/z-p1@n0:adlib1,アルドノア・ゼロ OST2,2015,0,
a/z-p1@n0:adlib2,アルドノア・ゼロ OST2,2015,0,
a/z-p1@n0:adlib3,アルドノア・ゼロ OST2,2015,0,
Harmonious,アルドノア・ゼロ OST2,2015,0,アセイラム・ヴァース・アリューシア(雨宮天)
Arthur,七つの大罪 OST2,2015,0,
A Peaceful Day,七つの大罪 OST2,2015,0,
DG4-1:罪,七つの大罪 OST2,2015,0,
PT-2:罪,七つの大罪 OST2,2015,0,
E0$-3:罪,七つの大罪 OST2,2015,0,
9雷&セ2内-4:罪,七つの大罪 OST2,2015,0,
DAN-5:罪,七つの大罪 OST2,2015,0,
pfAD-6:罪,七つの大罪 OST2,2015,0,
RGS-7:罪,七つの大罪 OST2,2015,0,
K&B-8:罪,七つの大罪 OST2,2015,0,
PT-9:罪,七つの大罪 OST2,2015,0,
pfAD-10:罪,七つの大罪 OST2,2015,0,
pfpercAD11:罪,七つの大罪 OST2,2015,0,
PT&E0$-12:罪,七つの大罪 OST2,2015,0,
pfAD-13:罪,七つの大罪 OST2,2015,0,
DAN-14:罪,七つの大罪 OST2,2015,0,
pfAD-15:罪,七つの大罪 OST2,2015,0,
PT-16:罪,七つの大罪 OST2,2015,0,
E0$-17:罪,七つの大罪 OST2,2015,0,
Perfect Time <再arr>,七つの大罪 OST2,2015,0,mpi
Perfect Time <再arr>,七つの大罪 OST2,2015,0,小林未郁
希空～まれぞら～,まれ,2015,0,
MWp,まれ,2015,0,
THANKS,まれ,2015,0,
mio MARE,まれ,2015,0,CASG(Caramel Apple Sound Gadget)
BECAUSE,まれ,2015,0,小林未郁
Mt氏,まれ,2015,0,
Blume im Meer,まれ,2015,0,Cyua
AM8,まれ,2015,0,
Otto64,まれ,2015,0,
Song of..,まれ,2015,0,小林未郁
Song of..,まれ,2015,0,Aimee Blackschleger
Song of..,まれ,2015,0,mpi
ERAM,まれ,2015,0,
FMD,まれ,2015,0,
The Best for You,まれ,2015,0,mpi
ROtu9中,まれ,2015,0,
n48,まれ,2015,0,
Because of you,まれ,2015,0,Aimee Blackschleger
Pfsignal,まれ,2015,0,
ⅠⅡⅢⅣ,まれ,2015,0,
4D,まれ,2015,0,
Grey to Blue,まれ,2015,0,小林未郁
希空～まれぞら～<火-土v>,まれ,2015,0,
21加theme1,まれ,2015,0,
4D<v2>,まれ,2015,0,
MWp2,まれ,2015,0,
Be2Arr1,まれ,2015,0,
21加theme2,まれ,2015,0,
Be2Arr2,まれ,2015,0,
M過夕2-1,まれ,2015,0,
M過夕2-2,まれ,2015,0,
21加theme3,まれ,2015,0,
marerib,まれ,2015,0,
cry漢字,まれ,2015,0,
横浜-BIGMAN,まれ,2015,0,
Be2Arr3,まれ,2015,0,
Be2Arr4,まれ,2015,0,
parararan,まれ,2015,0,槇みちる
21加theme4,まれ,2015,0,
Pfmare1,まれ,2015,0,
Pfmare2,まれ,2015,0,
Pfmare3,まれ,2015,0,
希空～まれぞら～<LongVer>,まれ,2015,0,
SYNRM,まれ,2015,0,
crythanks,まれ,2015,0,
IMガWN,まれ,2015,0,
MDga0018中,まれ,2015,0,
MVNPF1,まれ,2015,0,
07時478中,まれ,2015,0,
8RU十4HAっPoh!,まれ,2015,0,
MPF1,まれ,2015,0,
S～SYNRM,まれ,2015,0,
MVNPF2,まれ,2015,0,
13-Night8中3,まれ,2015,0,
MdeSYNRM1,まれ,2015,0,
MPF2,まれ,2015,0,
MPF3,まれ,2015,0,
MPF4,まれ,2015,0,
希空～まれぞら～<CastVer1>,まれ,2015,0,
希空～まれぞら～<CastVer2>,まれ,2015,0,
希空～まれぞら～<LongVer-Inst>,まれ,2015,0,
また会おう<OrchestraVer>,まれ,2015,0,
X.U.,X.U.｜scaPEGoat,2015,1,Gemie
scaPEGoat,X.U.｜scaPEGoat,2015,1,Yosh
INSANITY LOVE,X.U.｜scaPEGoat,2015,1,mica
X.U.（TV size）,X.U.｜scaPEGoat,2015,0,
scaPEGoat（TV size）,X.U.｜scaPEGoat,2015,0,
X.U.（instrumental）,X.U.｜scaPEGoat,2015,0,
scaPEGoat（instrumental）,X.U.｜scaPEGoat,2015,0,
theDOGS,theDOGS,2015,0,mpi
YAMANAIAME <FMv>,theDOGS,2015,0,Mica Caldito
TheWeightOfLives,theDOGS,2015,0,
theDOGS (Instrumental),theDOGS,2015,0,
YAMANAIAME <FMV> (Instrumental),theDOGS,2015,0,
[A]pa-t,終わりのセラフ（第1クール）,2015,0,
1hundredknight:Y,終わりのセラフ（第1クール）,2015,0,
pfSOTEad1,終わりのセラフ（第1クール）,2015,0,
1hundredknight:M,終わりのセラフ（第1クール）,2015,0,
pfSOTEad2,終わりのセラフ（第1クール）,2015,0,
OneZeroEight,終わりのセラフ（第1クール）,2015,0,
［B］pa-t,終わりのセラフ（第1クール）,2015,0,
pfSOTEad3,終わりのセラフ（第1クール）,2015,0,
108,終わりのセラフ（第1クール）,2015,0,mpi
108,終わりのセラフ（第1クール）,2015,0,小林未郁
9BL00d鬼,終わりのセラフ（第1クール）,2015,0,
SOTE,終わりのセラフ（第1クール）,2015,0,
ToBeContinued..,終わりのセラフ（第1クール）,2015,0,小林未郁
BLUE DRAGON <'07 Ver.>,BEST OF SOUNDTRACK【emU】,2015,0,
81DIVER,BEST OF SOUNDTRACK【emU】,2015,0,
LiVE/EViL,BEST OF SOUNDTRACK【emU】,2015,0,
from sunset to sunrise,BEST OF SOUNDTRACK【emU】,2015,0,
MARKS,BEST OF SOUNDTRACK【emU】,2015,0,
80$$,BEST OF SOUNDTRACK【emU】,2015,0,
PRISONER,BEST OF SOUNDTRACK【emU】,2015,0,
Climb to the Top,BEST OF SOUNDTRACK【emU】,2015,0,
Tang,BEST OF SOUNDTRACK【emU】,2015,0,
α≠a,BEST OF SOUNDTRACK【emU】,2015,0,小林未郁
Back to the Starting Point,BEST OF SOUNDTRACK【emU】,2015,0,
BLOOD oF thE DRAGON,BEST OF SOUNDTRACK【emU】,2015,0,
musica,BEST OF SOUNDTRACK【emU】,2015,0,
motherhood ～me＆my mom～ <Vocal ver.>,BEST OF SOUNDTRACK【emU】,2015,0,関山藍果
tragedy,BEST OF SOUNDTRACK【emU】,2015,0,
Grey to Blue,BEST OF SOUNDTRACK【emU】,2015,0,小林未郁
FUNK PUNKY MONKEY,BEST OF SOUNDTRACK【emU】,2015,0,
HONEST,BEST OF SOUNDTRACK【emU】,2015,0,
DRAGON RISES,BEST OF SOUNDTRACK【emU】,2015,0,
MAIN THEME,BEST OF SOUNDTRACK【emU】,2015,0,
BLAZE［ZERO-TWO Ver.］,BEST OF SOUNDTRACK【emU】,2015,0,
ət'æk 0N tάɪtn,BEST OF SOUNDTRACK【emU】,2015,0,小林未郁
fiore,BEST OF SOUNDTRACK【emU】,2015,0,Cyua
U ＆ Cloud,BEST OF SOUNDTRACK【emU】,2015,0,
Ω,BEST OF SOUNDTRACK【emU】,2015,0,
ON YOUR MARK,BEST OF SOUNDTRACK【emU】,2015,0,
Perfect Time,BEST OF SOUNDTRACK【emU】,2015,0,mpi
Perfect Time,BEST OF SOUNDTRACK【emU】,2015,0,小林未郁
i-AM,BEST OF SOUNDTRACK【emU】,2015,0,
鬼龍G@キLL,BEST OF SOUNDTRACK【emU】,2015,0,
Big Break,BEST OF SOUNDTRACK【emU】,2015,0,
zai,BEST OF SOUNDTRACK【emU】,2015,0,Cyua
This is a Fight to Change the World,BEST OF SOUNDTRACK【emU】,2015,0,小林未郁
1st-Mov.：S,BEST OF SOUNDTRACK【emU】,2015,0,
BLUE,BEST OF SOUNDTRACK【emU】,2015,0,
BRE@TH//LESS,BEST OF SOUNDTRACK【emU】,2015,0,小林未郁
UNICORN,BEST OF SOUNDTRACK【emU】,2015,0,
Missing Piece,BEST OF SOUNDTRACK【emU】,2015,0,mpi
Aesthetic <【emU】ver.>,BEST OF SOUNDTRACK【emU】,2015,0,Jannine Weigel
PF-【emU】1,BEST OF SOUNDTRACK【emU】,2015,0,
PF-【emU】2,BEST OF SOUNDTRACK【emU】,2015,0,
3594εMT,BEST OF SOUNDTRACK【emU】,2015,0,小林未郁
ThreeFiveNineFourε,BEST OF SOUNDTRACK【emU】,2015,0,小林未郁
[nZk]o1,o1,2015,1,v[nZk]v
Pretenders,o1,2015,1,mica
Pretenders,o1,2015,1,Gemie
X.U.,o1,2015,0,
A/Z,o1,2015,0,
scaPEGoat,o1,2015,0,
oI,o1,2015,1,mizuki
Song of ..<AM>,o1,2015,1,Aimer
Saving Us,o1,2015,1,Gemie
aLIEz,o1,2015,0,
Rise Above,o1,2015,1,Yosh
Summer Tears,o1,2015,1,mica
&Z,o1,2015,0,
s-AVE,o1,2015,1,Aimer
out01nzk,o1,2015,0,
TWO-lives,進撃の巨人 劇場版後編 OST,2015,0,
2Volt,進撃の巨人 劇場版後編 OST,2015,0,
TheWeightOfLives,進撃の巨人 劇場版後編 OST,2015,0,
Dim Light,終わりのセラフ 名古屋決戦編（第2クール）,2016,0,mpi
4-a:,終わりのセラフ 名古屋決戦編（第2クール）,2016,0,
WD×2,終わりのセラフ 名古屋決戦編（第2クール）,2016,0,
21科315,終わりのセラフ 名古屋決戦編（第2クール）,2016,0,
WD×2 <ver.2>,終わりのセラフ 名古屋決戦編（第2クール）,2016,0,
4-a:slow,終わりのセラフ 名古屋決戦編（第2クール）,2016,0,
Dim Light <instrumental>,終わりのセラフ 名古屋決戦編（第2クール）,2016,0,
friends <MODv>,ギルティクラウン REARRANGE CD,2016,0,mpi
Hill Of Sorrow <MODv>,ギルティクラウン REARRANGE CD,2016,0,mpi
Release My Soul <MODv>,ギルティクラウン REARRANGE CD,2016,0,Aimee Blackschleger
friends <MODv> (Instrumental),ギルティクラウン REARRANGE CD,2016,0,
Hill Of Sorrow <MODv> (Instrumental),ギルティクラウン REARRANGE CD,2016,0,
Release My Soul <MODv> (Instrumental),ギルティクラウン REARRANGE CD,2016,0,
ninelie,ninelie EP,2016,0,Aimer with chelly
Through My Blood <AM>,ninelie EP,2016,0,Aimer
KABANERIOFTHEIRONFORTRESS,甲鉄城のカバネリ,2016,0,Eliana
Warcry,甲鉄城のカバネリ,2016,0,mpi
KGK,甲鉄城のカバネリ,2016,0,
JAnoPAN,甲鉄城のカバネリ,2016,0,mpi
Through My Blood,甲鉄城のカバネリ,2016,0,小林未郁
noname,甲鉄城のカバネリ,2016,0,
88城,甲鉄城のカバネリ,2016,0,
VIVALABIBA,甲鉄城のカバネリ,2016,0,
ComeBack音,甲鉄城のカバネリ,2016,0,
Next of Kin,甲鉄城のカバネリ,2016,0,Benjamin
araganeekiNo@8女,甲鉄城のカバネリ,2016,0,
克JOU気MACHINE甲,甲鉄城のカバネリ,2016,0,
Grenzlinie,甲鉄城のカバネリ,2016,0,Cyua
Ktetsu上-abdli,甲鉄城のカバネリ,2016,0,
1coma,甲鉄城のカバネリ,2016,0,小林未郁
icon,甲鉄城のカバネリ,2016,0,Eliana
Warcry <MODv>,甲鉄城のカバネリ,2016,0,mpi
Next of Kin <MODv>,甲鉄城のカバネリ,2016,0,Benjamin
Grenzlinie <MODv>,甲鉄城のカバネリ,2016,0,Cyua
KK1PfVer,甲鉄城のカバネリ,2016,0,
KK11 (m6),甲鉄城のカバネリ,2016,0,
KK2-5,甲鉄城のカバネリ,2016,0,
KK2-6,甲鉄城のカバネリ,2016,0,
KK9 (m19),甲鉄城のカバネリ,2016,0,
KK12a,甲鉄城のカバネリ,2016,0,
KK12b,甲鉄城のカバネリ,2016,0,
KK12d,甲鉄城のカバネリ,2016,0,
Warcry (instrumental),甲鉄城のカバネリ,2016,0,
Through My Blood (instrumental),甲鉄城のカバネリ,2016,0,
Next of Kin (instrumental),甲鉄城のカバネリ,2016,0,
icon (instrumental),甲鉄城のカバネリ,2016,0,
Warcry <MODv> (instrumental),甲鉄城のカバネリ,2016,0,
Next of Kin <MODv> (instrumental),甲鉄城のカバネリ,2016,0,
Grenzlinie <MODv> (instrumental),甲鉄城のカバネリ,2016,0,
ətˈæk 0N tάɪtn (Mika Type Version),Mika Type い,2016,0,
βίος (Mika Type Version),Mika Type い,2016,0,
Me & Creed (Mika Type Version),Mika Type い,2016,0,
EGO,Mika Type い,2016,0,
Grey to Blue,Mika Type い,2016,0,
"So nah, so fern (Mika Type Version)",Mika Type い,2016,0,
Song of ..,Mika Type い,2016,0,
REMIND YOU,Mika Type い,2016,0,
CR€SC∃NT,Mika Type い,2016,0,
Illusion,Mika Type い,2016,0,
Into the Sky,Into the Sky EP,2016,1,Tielle
Next 2 U -eUC-,Into the Sky EP,2016,1,naNami
bL∞dy f8 -eUC-,Into the Sky EP,2016,1,Aimer
Pretenders -eO1-,Into the Sky EP,2016,1,mica
CRYst-Alise,CRYst-Alise EP,2016,1,Tielle
Rise Above (game edit),CRYst-Alise EP,2016,1,Yosh
thunderBOLTfantasy,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,mpi
show-no-feel,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
tanh1,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
5in4,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
tfpf1,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
coldsnowcrow,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
GKpeople,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
⚡bolt-arr1,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
from either way,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
kill don't 生kill-FUe,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
Kguy&kill don't 生kiLL,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
thedead,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
蔑、guy,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
⚡bolt-arr2,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
tfpf2,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
devigod,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
Darkest,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,小林未郁
Darkest,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,mpi
tfpf3,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
TFOUTTRACK1,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
TFOUTTRACK2,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
TFOUTTRACK3,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
TFOUTTRACK4,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
TFOUTTRACK5,Thunderbolt Fantasy 東離劍遊紀（第1期）,2016,0,
Into the Sky,機動戦士ガンダムユニコーン RE:0096 COMPLETE BEST,2016,1,Tielle
Next 2 U -eUC-,機動戦士ガンダムユニコーン RE:0096 COMPLETE BEST,2016,1,naNami
bL∞dy f8 -eUC-,機動戦士ガンダムユニコーン RE:0096 COMPLETE BEST,2016,1,Aimer
RE：I AM,機動戦士ガンダムユニコーン RE:0096 COMPLETE BEST,2016,0,Aimer
StarRingChild,機動戦士ガンダムユニコーン RE:0096 COMPLETE BEST,2016,0,Aimer
e of s,e of s EP,2016,1,mizuki
ninelie <cry-v>,e of s EP,2016,1,Aimer
e of s (game edit),e of s EP,2016,1,mizuki
ninelie <cry-v> (instrumental),e of s EP,2016,0,
BLUe-eXOSUiTe-toKYOto-弌,青の祓魔師 京都不浄王篇（第2期）,2017,0,
BLUe-eXOSUiTe-toKYOto-仁,青の祓魔師 京都不浄王篇（第2期）,2017,0,
BLUe-eXOSUiTe-toKYOto-燦,青の祓魔師 京都不浄王篇（第2期）,2017,0,
BLUe-eXOSUiTe-toKYOto-志,青の祓魔師 京都不浄王篇（第2期）,2017,0,
BLUe-eXOSUiTe-toKYOto-吾,青の祓魔師 京都不浄王篇（第2期）,2017,0,
BPF1,青の祓魔師 京都不浄王篇（第2期）,2017,0,
BPF2,青の祓魔師 京都不浄王篇（第2期）,2017,0,
BPF3,青の祓魔師 京都不浄王篇（第2期）,2017,0,
phosphorus十snowman1,青の祓魔師 京都不浄王篇（第2期）,2017,0,
